id,sentence,foreignDomain,ignore,labelState,frequencyState,is_ardu,pairs_i,pairs_text,pairs_pos,pairs_dep,pairs_lemma
231364,"The issue is caused by the hover motors re-starting up in fbwa mode, not the initial transition from qstabilize to fwba.",False,False,pending,none,True,[],[],[],[],[]
104976,The distance from an obstacle in centimeters at which the rangefinder triggers a turn to avoid the obstacle.,False,False,pending,none,True,[],[],[],[],[]
151089,"So,some of my experiments with mounting autopilot ap and bottom part of craft landing gear with lipo/gimbal holder might lead to problems mentioned above.",False,False,pending,none,True,[],[],[],[],[]
271369,Your choice of low maximum velocity and relatively high maximum acceleration is resulting in a high gain on the breaking behaviour that is then oscillating.,False,False,pending,none,True,[],[],[],[],[]
474332,While those old helicopters didnt handle the greatest i never seen where that jello plate caused the sort of thing you got going.,False,False,pending,none,True,[],[],[],[],[]
149457,Is it possible that the throttle response is too quick to accelerate and decelerate and the osscilations are caused by the throttle response demand loop being too sensitive.,False,False,pending,none,True,[],[],[],[],[]
500304,"Basically, the pi was activating the network.",False,False,pending,none,True,[],[],[],[],[]
797783,The wiki links to a paper that might go in to the detail your after.,False,False,pending,none,True,[],[],[],[],[]
630414,Dont know why the initial mock payload of two random vices was causing vibrations - must have somehow been rattling around although they were strapped in pretty tight.,False,False,pending,none,True,[],[],[],[],[]
382503,The commit for the pixracer led fix appears to say nuttx but the release notes say chibios - which is it?,False,False,pending,none,True,[],[],[],[],[]
662702,This incorrectly estimated bias resulted in a offset error in the vertical velocity and position estimate.,False,False,pending,none,True,[],[],[],[],[]
858827,Ardupilot is currently experimentally testing a custom firmware build server that will allow users to generate firmware builds for their autopilots with selectable features.,False,False,pending,none,True,[],[],[],[],[]
666186,Option causes a compile error as shown in the below.,False,False,pending,none,True,[],[],[],[],[]
320023,"The childish gui representation of parameters have several times caused serious configuration errors, this is one time it works as expected, not showing items that are not there.",False,False,pending,none,True,[],[],[],[],[]
792669,"User its generally best to post on discuss.ardupilot.org describing the setup, event, and attaching a log, then link the post back here.",False,False,pending,none,True,[],[],[],[],[]
277645,In a prevoius post you asked me to delete the link to the firmware on the 3dxr website which i have done you also mentioned that this firmware will caused damage of your tfmini unfortunately this is the firmware i have installed.,False,False,pending,none,True,[],[],[],[],[]
71190,"On earlier versions of code, any movement of the vehicle during gyro calibration caused erroneous offsets which led to erratic flying behavior.",False,False,pending,none,True,[],[],[],[],[]
575609,"This math reflects the reality: at 90 degree heel angle, a wind sensor cannot produce a meaningful left-right reading and a rotating vane measures apparent wind speed instead of direction.",False,False,pending,none,True,[],[],[],[],[]
477877,Issue details unfortunately upgrading to the stable release of plane causes continuous rebooting whenever the sdp3x airspeed sensor is plugged in.,False,False,pending,none,True,[],[],[],[],[]
1157,Text on the mp hud but i still dont see the solid blue led. and i dont see it outdoors either. i do see other apm 2.5 led activity but not the solid blue led.,False,False,pending,none,True,[],[],[],[],[]
793121,"The waypoint mission was vtol_takeoff to 40m, then proceed to first waypoint, but the wind caused it to weathervane about 60 degrees away from the initial pointing direction.",False,False,pending,none,True,[],[],[],[],[]
216198,Did you check in missionplaner radio calibration if one switch does not trigger another mode too?,False,False,pending,none,True,[],[],[],[],[]
228294,"Seems like the issue was indeed caused by the long cable, after cutting it down to minimum, about 6cm, it all started working.",False,False,pending,none,True,[],[],[],[],[]
529368,I am having this unknown crash problem when hovering but only sometimes. i have done full missions before but about 2/10 flights result in a crash as if the motor/s lose power and start tumbling down. here is the log file.,False,False,pending,none,True,[],[],[],[],[]
62171,"If a component is causing a lot of noise in the system that is tripping the pixhawk up, id love to be able to verify that and troubleshoot it and remove it.",False,False,pending,none,True,[],[],[],[],[]
270803,The default settings should result in very similar performance to what we had before with the main difference being that the vel d term can now be set and works on both the velocity error not just the request.,False,False,pending,none,True,[],[],[],[],[]
448830,The aim of these tests was to see if the dual band and improved processing in the f9p would produce less variance in position and altitude without external corrections.,False,False,pending,none,True,[],[],[],[],[]
376662,I am on chibios and the only issue i can see at the moment is the status led color is messed up but randy is telling me there is a fix in the 3.6 gold or 3.7 what ever it will officially be called.,False,False,pending,none,True,[],[],[],[],[]
178771,Compass_learn set to 0 1 2 do not produce any change in params no sure if they are supposed to.,False,False,pending,none,True,[],[],[],[],[]
21059,Arduplane activates circle/rtl when it sees the low throttle failsafe value but unlike arducopter it stays in rtl untill you purposely toggle the flightmode switch.,False,False,pending,none,True,[],[],[],[],[]
794383,"The variation of the motors rpm during the transition produces that annoying tock, like a kick, which will be difficult to remove except by putting our hands to the code.",False,False,pending,none,True,[],[],[],[],[]
849409,This will be necessary if you intend to use your remote controls ch7 to trigger the camera in addition to having the autopilot trigger the camera.,False,False,pending,none,True,[],[],[],[],[]
477837,Fixed b/e led brightness on pixhawk4.,False,False,pending,none,True,[],[],[],[],[]
803857,User how did you derive the current scale for the kakuteh7?,False,False,pending,none,True,[],[],[],[],[]
634551,"I have to assume that ekf is basing gps heading on the historical motion path, not the gps generated yaw value.",False,False,pending,none,True,[],[],[],[],[]
177035,In-tree drivers lead to improved sharing of drivers with linux boards.,False,False,pending,none,True,[],[],[],[],[]
253941,I looked at your log. first ill talk about your vibes. it appears from the video that you flew the first hop at one rotor speed and then increased it and flew the second hop at the higher rotor speed where the blade came apart. i used channel 8 as well as the audio from your video to determine that you had changed rotor speeds. so the first lower rotor speed that you flew at resulted in very good vibes. the second hop resulted in much higher vibes that were in the marginal region 30 to 60 for the ekf before the blade came apart. you can see the vibes in the graph below.,False,False,pending,none,True,[],[],[],[],[]
551477,The rubber bubbles can result in a delay between the vehicles movement and the flight controllers movement which is catastrophic.,False,False,pending,none,True,[],[],[],[],[]
55051,Tbe may be being caused by the heli hunting so much for the proper altitude.,False,False,pending,none,True,[],[],[],[],[]
96003,"Another thing that happened before first flight was that after powering on the pixhawk, the status led blinked red and blue police pattern, i went to mission planner and noticed that i had no rc input readings.",False,False,pending,none,True,[],[],[],[],[]
791996,A direct transition can lead to accident.,False,False,pending,none,True,[],[],[],[],[]
710450,Perhaps the rotation of the vehicle leads to a the autopilot sensing an acceleration or rotation that it then tries to fight against by rotating the vehicle the other way.,False,False,pending,none,True,[],[],[],[],[]
843665,"The only caveat here is that the 5-button protocol recognizes keys being released, whereas the 2-button protocol does not, leading to some limitations in the way that menus and options can be navigated.",False,False,pending,none,True,[],[],[],[],[]
623417,Large throttle generates large magnetic field and compass goes haywire.,False,False,pending,none,True,[],[],[],[],[]
637069,"The problem was definitely caused by an autotune with the autotune_aggr set way to low, that resulted in a bad tune with ridiculous low values for the pid gains.",False,False,pending,none,True,[],[],[],[],[]
765130,Description: cannot generate preview page.,False,False,pending,none,True,[],[],[],[],[]
310308,"A 800-class machine can easily produce 100lbs of thrust, so have to be a bit careful on the collective on a ground run so you dont become airborne with your holddown.",False,False,pending,none,True,[],[],[],[],[]
809895,Your copy of ardupilot_wiki on github to your local machine note linked instructions are for the ardupilot flight code so ardupilot should be replaced with ardupilot_wiki.,False,False,pending,none,True,[],[],[],[],[]
614461,I have been reading that the ball mounts should lead to the center of the imu like this thing here does.,False,False,pending,none,True,[],[],[],[],[]
854327,"Because control of side-slip uses measured lateral acceleration, it will only work for those models that have enough fuselage side area to produce a measurable lateral acceleration when they side-slip an extreme example of this is an aerobatic model flying a knife-edge maneuver where all of the lift is produced by the fuselage.",False,False,pending,none,True,[],[],[],[],[]
168117,The spi bus can run at 20 mhz and there is a slight possibility that your wires to your external mpu9250 are causing unwanted reflections on the spi bus which are affecting the onboard sensor.,False,False,pending,none,True,[],[],[],[],[]
403686,But the result is that enablevirtualstick is successfully executed but sendvirtualcommands methods results in error callback from the dronekit api. the onerror call back is received everytime a call is made.,False,False,pending,none,True,[],[],[],[],[]
191442,"You will need to fly a bit faster, so the wings can produce the additional lift.",False,False,pending,none,True,[],[],[],[],[]
390699,"Vibration levels this high can cause significant problems in loiter because it makes it hard for the gyros and accelerometers to know if the helicopter is moving, or if its sensing vibration.",False,False,pending,none,True,[],[],[],[],[]
736115,High resistance up stream of the moniter would cause a voltage drop once the current draw of the motors kicked in.,False,False,pending,none,True,[],[],[],[],[]
321567,"Also, way too large settings of tuning parameters will cause wild behavior.",False,False,pending,none,True,[],[],[],[],[]
552620,Another theory is that the sd card is corrupted or that a xt90 anti spark plug is causing issues when booting the autopilot.,False,False,pending,none,True,[],[],[],[],[]
499952,"Ch3, where steering servo is connected, is in a different timer group tim4. so i thought ch3 should still produce servo pwm.",False,False,pending,none,True,[],[],[],[],[]
315411,Amazon.com: zmr qav250 kit carbon fiber quadcopter frame kit+pixhawk px4 autopilot pix 2.4.8 flight controller+20a esc blheli_s+rv2306 kv2650 brushess motor cw ccw+12v 7 colors led light board+5040 propeller: toys and games.,False,False,pending,none,True,[],[],[],[],[]
535364,"So in summary no luck, with this combination of taranis, firmware, receiver, the receiver led light dont event blink when selecting 'external firmware ' flash.",False,False,pending,none,True,[],[],[],[],[]
835535,"If a second imu is being used contain information on the filter innovations. an innovation is the difference between the measurement value predicted byekf2 and the value returned by the sensor. smaller innovations indicate smaller sensor errors. because the imu data is used to do the prediction, bad imu data can result in large innovations for all measurements.",False,False,pending,none,True,[],[],[],[],[]
232887,"Did an interesting test, a single 350kv motor really produces 2000grams of thrust at 100% throttle at 13amps directly connected to rx channel, however, when using the stabilize mode looking at the logs it seems that there was never a request to pull more than 7amps per motor, thus not being able to handle the extra weight.",False,False,pending,none,True,[],[],[],[],[]
242611,"For some reason the board is not generating log files, sd card has the apm.",False,False,pending,none,True,[],[],[],[],[]
644427,"Therefore, any gps message glitch/loss will result in unhealthy gps signal warnings a 0 bit is sent in the gps place of the sys_status mavlink message.",False,False,pending,none,True,[],[],[],[],[]
613558,"In some if not all escs, desync can cause the effected escs to reboot and in this situation the aircraft go straight to the scene of the crash.",False,False,pending,none,True,[],[],[],[],[]
580311,Lagging gps data caused a divergence this week.,False,False,pending,none,True,[],[],[],[],[]
853353,"If the failure leads to a low airspeed reading then if the plane is in an auto-throttle mode such as auto, guided, loiter or rtl then the plane will tend to lose altitude as it tries to gain speed.",False,False,pending,none,True,[],[],[],[],[]
388576,A script could then derive the parameters from the logs that would give ardupilot the same flight envelope.,False,False,pending,none,True,[],[],[],[],[]
655558,"Support led programming card setting parameters, simplify the setting process.",False,False,pending,none,True,[],[],[],[],[]
792770,The quadplane cannot trigger failsafe in loiter mode.,False,False,pending,none,True,[],[],[],[],[]
595550,I can safely conclude that the crash was caused by a buggy firmware installed on our esc.,False,False,pending,none,True,[],[],[],[],[]
471164,"As soon as engineers come up with an idiot proof product, the universe spontaneously generates better idiots.",False,False,pending,none,True,[],[],[],[],[]
685537,Im worried the impulse of the ignition or the parachute deployment would trigger the throwmode into thinking hey start the motor!,False,False,pending,none,True,[],[],[],[],[]
541448,Rover led no rtk - off.,False,False,pending,none,True,[],[],[],[],[]
818977,Hold the number of seconds after epoch 1st jan 1970 since the statistics were reset if the board has a gps to provide a real time. without a gps the time will be something close to 1st jan 1970. the user can trigger a reset of all statistic by setting this parameter to 0. this parameter will then immediately be reset again to the current time since epoch and all other parameters set back to zero.,False,False,pending,none,True,[],[],[],[],[]
276484,"If i send vision_pose_estimate messages, the ekf never produces a fused result.",False,False,pending,none,True,[],[],[],[],[]
871905,"Higher values cause a slower response, lower values cause a faster response.",False,False,pending,none,True,[],[],[],[],[]
206260,"Gears, off the top of my head i cant tell you. head gearing is around 9.xx. the auto and tail gear are the fastest helical gears available for align 700/800s. ill look tomorrow and verify the ratio. the tail is rock solid all the way down to 1100, below that, like when i threw 6s at it running 900-1000rpm hard collective inputs resulted in a small tail kick, but that is getting down there headspeed wise.",False,False,pending,none,True,[],[],[],[],[]
77605,"So if youre running this lower input voltage, any large current draw will cause a sag and hit the cutoff voltage.",False,False,pending,none,True,[],[],[],[],[]
607748,"I have problem with button a, when i press button a the camera led turn on but the rc turn on failsafe, when i press it again the led off and the radio failsafe clear.",False,False,pending,none,True,[],[],[],[],[]
658933,"In this case at high speed the flow in the fuselage is causing the pressure to drop, leading to a higher alt reading.",False,False,pending,none,True,[],[],[],[],[]
852978,Your copy of ardupilot_wiki on github to your local machine note linked instructions are for the ardupilot flight code so ardupilot should be replaced with ardupilot_wiki.,False,False,pending,none,True,[],[],[],[],[]
436174,"I have pids very low, for some reason high pids cause oscillations and crash during autotune. even with low pids yaw autotune crashes my quad when it does diagonal tilting is it even supposed to do that?",False,False,pending,none,True,[],[],[],[],[]
706162,On transition as the current consumption increased and the voltage sagged the autopilot triggered battery failsafe and transitioned back into plane did and rtl sequence again and returned to land.,False,False,pending,none,True,[],[],[],[],[]
487646,Connect the gnd lead to the top pin and the white pwm lead to the bottom pin of aux 10.,False,False,pending,none,True,[],[],[],[],[]
214128,"About vibrations: i just figured out that lightware lidar on a serial input, 19200 baud may cause low-frequency 2-3 hz vertical vibrations of self-oscillation nature due to a latency in receiving of samples from lidar.",False,False,pending,none,True,[],[],[],[],[]
721994,I believe the problem is caused by mavproxy.,False,False,pending,none,True,[],[],[],[],[]
244447,Fixed an issue that matt noticed where the compass in-flight auto-cal finishing could cause a sudden climb or descent of a few meters.,False,False,pending,none,True,[],[],[],[],[]
260368,"Not tried but sv is designed for max input of 4.2v 1s battery, onboard regulator may generate too much heat.",False,False,pending,none,True,[],[],[],[],[]
129481,"This generates an inverse voltage on the negative cable, which is subtracted from the voltage measurement, which is 1/10 of the actual voltage, so if the battery has 11.3 volts, the sensed voltage will be 1.13 volts, per this is that a voltage of 0.1 or even 0.2 volts generated in this return, produce the effect that the pixhawk detects 1 to 2 volts less of the real, the effect is proportional to the total drone current.",False,False,pending,none,True,[],[],[],[],[]
246709,I can see from the telemetry log playback that the initial rtl was caused by low battery.,False,False,pending,none,True,[],[],[],[],[]
736179,Would a bad yaw alignment check cause a ekf switch?,False,False,pending,none,True,[],[],[],[],[]
462192,I have done some bench testing and i have determined that land mode is causing this issue.,False,False,pending,none,True,[],[],[],[],[]
691714,"Thankfully the ekf problem only caused a landing in a very safe place, my luck is still holding and the weather was nice too.",False,False,pending,none,True,[],[],[],[],[]
460943,"You can see from your graph that the actual yaw is leading the desired, which means this maneuver was not intended by the flight controller.",False,False,pending,none,True,[],[],[],[],[]
417044,"Ardupilot doesnt produce that particular message atm, so no.",False,False,pending,none,True,[],[],[],[],[]
117651,"At least now i know why the ekf failsafe is triggering in-flight, however i have absolutely no idea where that problem is coming from and how to fix this.",False,False,pending,none,True,[],[],[],[],[]
249833,I have the impression that fast switching causes problems.,False,False,pending,none,True,[],[],[],[],[]
147777,We later found that the resets were being caused by the 6 vdc coming from the traxxas esc bec though the word at the time was that the pixhawk servo output bus should be able to handle up to 20 vdc.,False,False,pending,none,True,[],[],[],[],[]
386404,"Just as you cant listen to a few more people singing, rtl is activated by flight control.",False,False,pending,none,True,[],[],[],[],[]
685179,2. will this error cause a crash?,False,False,pending,none,True,[],[],[],[],[]
3179,"Problems with heading leads to odd plane behavior - when everything is ok plane get back on patch ,levels, keep alt/speed without a problem, when errors begin it snakes on patch, pumps on alt/speed etc.",False,False,pending,none,True,[],[],[],[],[]
1,Increasing global inequality causes migration.,True,False,accepting,singel,False,"[{""cause"": [0, 1, 2], ""effect"": [4]}]","[{""cause"": [""Increasing"", ""global"", ""inequality""], ""effect"": [""migration""]}]","[{""cause"": [""VERB"", ""ADJ"", ""NOUN""], ""effect"": [""NOUN""]}]","[{""cause"": [""amod"", ""amod"", ""nsubj""], ""effect"": [""dobj""]}]","[{""cause"": [""increase"", ""global"", ""inequality""], ""effect"": [""migration""]}]"
2,The unavailability of national military assets due to natural disasters was caused by natural disasters.,True,False,accepting,singel,False,"[{""cause"": [13, 14], ""effect"": [1, 2, 3, 4, 5]}]","[{""cause"": [""natural"", ""disasters""], ""effect"": [""unavailability"", ""of"", ""national"", ""military"", ""assets""]}]","[{""cause"": [""ADJ"", ""NOUN""], ""effect"": [""NOUN"", ""ADP"", ""ADJ"", ""ADJ"", ""NOUN""]}]","[{""cause"": [""amod"", ""pobj""], ""effect"": [""nsubjpass"", ""prep"", ""amod"", ""amod"", ""pobj""]}]","[{""cause"": [""natural"", ""disaster""], ""effect"": [""unavailability"", ""of"", ""national"", ""military"", ""asset""]}]"
3,The increasing interconnectedness of human networks leads to a growing need for an understanding of human networks.,True,False,accepting,singel,False,"[{""cause"": [1, 2, 3, 4, 5], ""effect"": [9, 10, 11, 12, 13, 14, 15, 16]}]","[{""cause"": [""increasing"", ""interconnectedness"", ""of"", ""human"", ""networks""], ""effect"": [""growing"", ""need"", ""for"", ""an"", ""understanding"", ""of"", ""human"", ""networks""]}]","[{""cause"": [""VERB"", ""NOUN"", ""ADP"", ""ADJ"", ""NOUN""], ""effect"": [""VERB"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""ADP"", ""ADJ"", ""NOUN""]}]","[{""cause"": [""amod"", ""nsubj"", ""prep"", ""amod"", ""pobj""], ""effect"": [""amod"", ""pobj"", ""prep"", ""det"", ""pobj"", ""prep"", ""amod"", ""pobj""]}]","[{""cause"": [""increase"", ""interconnectedness"", ""of"", ""human"", ""network""], ""effect"": [""grow"", ""need"", ""for"", ""an"", ""understanding"", ""of"", ""human"", ""network""]}]"
4,Fragmented and polarized societies lead to instability and civil war.,True,False,accepting,multiple,False,"[{""cause"": [0, 3], ""effect"": [6]}, {""cause"": [0, 3], ""effect"": [8, 9]}, {""cause"": [2, 3], ""effect"": [6]}, {""cause"": [2, 3], ""effect"": [8, 9]}]","[{""cause"": [""Fragmented"", ""societies""], ""effect"": [""instability""]}, {""cause"": [""Fragmented"", ""societies""], ""effect"": [""civil"", ""war""]}, {""cause"": [""polarized"", ""societies""], ""effect"": [""instability""]}, {""cause"": [""polarized"", ""societies""], ""effect"": [""civil"", ""war""]}]","[{""cause"": [""ADJ"", ""NOUN""], ""effect"": [""NOUN""]}, {""cause"": [""ADJ"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}, {""cause"": [""ADJ"", ""NOUN""], ""effect"": [""NOUN""]}, {""cause"": [""ADJ"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}]","[{""cause"": [""amod"", ""nsubj""], ""effect"": [""pobj""]}, {""cause"": [""amod"", ""nsubj""], ""effect"": [""amod"", ""conj""]}, {""cause"": [""conj"", ""nsubj""], ""effect"": [""pobj""]}, {""cause"": [""conj"", ""nsubj""], ""effect"": [""amod"", ""conj""]}]","[{""cause"": [""fragmented"", ""society""], ""effect"": [""instability""]}, {""cause"": [""fragmented"", ""society""], ""effect"": [""civil"", ""war""]}, {""cause"": [""polarized"", ""society""], ""effect"": [""instability""]}, {""cause"": [""polarized"", ""society""], ""effect"": [""civil"", ""war""]}]"
5,"Fragmented or polarized societies lead to instability along NATO's borders, causing massive migration.",True,False,accepting,multiple,False,"[{""cause"": [0, 3], ""effect"": [6, 7, 8, 9, 10]}, {""cause"": [2, 3], ""effect"": [6, 7, 8, 9, 10]}, {""cause"": [6, 7, 8, 9, 10], ""effect"": [13, 14]}]","[{""cause"": [""Fragmented"", ""societies""], ""effect"": [""instability"", ""along"", ""NATO"", ""'s"", ""borders""]}, {""cause"": [""polarized"", ""societies""], ""effect"": [""instability"", ""along"", ""NATO"", ""'s"", ""borders""]}, {""cause"": [""instability"", ""along"", ""NATO"", ""'s"", ""borders""], ""effect"": [""massive"", ""migration""]}]","[{""cause"": [""ADJ"", ""NOUN""], ""effect"": [""NOUN"", ""ADP"", ""PROPN"", ""PART"", ""NOUN""]}, {""cause"": [""ADJ"", ""NOUN""], ""effect"": [""NOUN"", ""ADP"", ""PROPN"", ""PART"", ""NOUN""]}, {""cause"": [""NOUN"", ""ADP"", ""PROPN"", ""PART"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}]","[{""cause"": [""amod"", ""nsubj""], ""effect"": [""pobj"", ""prep"", ""poss"", ""case"", ""pobj""]}, {""cause"": [""conj"", ""nsubj""], ""effect"": [""pobj"", ""prep"", ""poss"", ""case"", ""pobj""]}, {""cause"": [""pobj"", ""prep"", ""poss"", ""case"", ""pobj""], ""effect"": [""amod"", ""dobj""]}]","[{""cause"": [""fragmented"", ""society""], ""effect"": [""instability"", ""along"", ""NATO"", ""'s"", ""border""]}, {""cause"": [""polarized"", ""society""], ""effect"": [""instability"", ""along"", ""NATO"", ""'s"", ""border""]}, {""cause"": [""instability"", ""along"", ""NATO"", ""'s"", ""border""], ""effect"": [""massive"", ""migration""]}]"
6,Increasingly connected human networks lead to increasingly decentralized and diverse human networks.,True,False,accepting,multiple,False,"[{""cause"": [0, 1, 2, 3], ""effect"": [6, 9, 10, 11]}, {""cause"": [0, 1, 2, 3], ""effect"": [6, 7, 10, 11]}]","[{""cause"": [""Increasingly"", ""connected"", ""human"", ""networks""], ""effect"": [""increasingly"", ""diverse"", ""human"", ""networks""]}, {""cause"": [""Increasingly"", ""connected"", ""human"", ""networks""], ""effect"": [""increasingly"", ""decentralized"", ""human"", ""networks""]}]","[{""cause"": [""ADV"", ""VERB"", ""ADJ"", ""NOUN""], ""effect"": [""ADV"", ""ADJ"", ""ADJ"", ""NOUN""]}, {""cause"": [""ADV"", ""VERB"", ""ADJ"", ""NOUN""], ""effect"": [""ADV"", ""ADJ"", ""ADJ"", ""NOUN""]}]","[{""cause"": [""advmod"", ""amod"", ""amod"", ""nsubj""], ""effect"": [""advmod"", ""conj"", ""amod"", ""pobj""]}, {""cause"": [""advmod"", ""amod"", ""amod"", ""nsubj""], ""effect"": [""advmod"", ""amod"", ""amod"", ""pobj""]}]","[{""cause"": [""increasingly"", ""connect"", ""human"", ""network""], ""effect"": [""increasingly"", ""diverse"", ""human"", ""network""]}, {""cause"": [""increasingly"", ""connect"", ""human"", ""network""], ""effect"": [""increasingly"", ""decentralized"", ""human"", ""network""]}]"
7,"New opportunities were caused, among other things, by climate change.",True,False,accepting,singel,False,"[{""cause"": [10, 11], ""effect"": [0, 1]}]","[{""cause"": [""climate"", ""change""], ""effect"": [""New"", ""opportunities""]}]","[{""cause"": [""NOUN"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}]","[{""cause"": [""compound"", ""pobj""], ""effect"": [""amod"", ""nsubjpass""]}]","[{""cause"": [""climate"", ""change""], ""effect"": [""new"", ""opportunity""]}]"
8,Robust deterrence and defense was triggered by the use of power politics.,True,False,accepting,multiple,False,"[{""cause"": [8, 9, 10, 11], ""effect"": [0, 1]}, {""cause"": [8, 9, 10, 11], ""effect"": [0, 3]}]","[{""cause"": [""use"", ""of"", ""power"", ""politics""], ""effect"": [""Robust"", ""deterrence""]}, {""cause"": [""use"", ""of"", ""power"", ""politics""], ""effect"": [""Robust"", ""defense""]}]","[{""cause"": [""NOUN"", ""ADP"", ""NOUN"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}, {""cause"": [""NOUN"", ""ADP"", ""NOUN"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}]","[{""cause"": [""pobj"", ""prep"", ""compound"", ""pobj""], ""effect"": [""amod"", ""nsubjpass""]}, {""cause"": [""pobj"", ""prep"", ""compound"", ""pobj""], ""effect"": [""amod"", ""conj""]}]","[{""cause"": [""use"", ""of"", ""power"", ""politic""], ""effect"": [""robust"", ""deterrence""]}, {""cause"": [""use"", ""of"", ""power"", ""politic""], ""effect"": [""robust"", ""defense""]}]"
9,Instability along NATO’s border is causing large-scale migration.,True,False,accepting,singel,False,"[{""cause"": [0, 1, 2, 3, 4], ""effect"": [7, 8, 9, 10]}]","[{""cause"": [""Instability"", ""along"", ""NATO"", ""\u2019s"", ""border""], ""effect"": [""large"", ""-"", ""scale"", ""migration""]}]","[{""cause"": [""NOUN"", ""ADP"", ""PROPN"", ""PART"", ""NOUN""], ""effect"": [""ADJ"", ""PUNCT"", ""NOUN"", ""NOUN""]}]","[{""cause"": [""nsubj"", ""prep"", ""poss"", ""case"", ""pobj""], ""effect"": [""amod"", ""punct"", ""compound"", ""dobj""]}]","[{""cause"": [""instability"", ""along"", ""NATO"", ""\u2019s"", ""border""], ""effect"": [""large"", ""-"", ""scale"", ""migration""]}]"
10,Increased concern for the protection of civilians has been caused by the influence of non-state actors in national and international affairs.,True,False,accepting,multiple,False,"[{""cause"": [14, 15, 16, 17, 18, 19, 22], ""effect"": [0, 1, 2, 4, 5, 6]}, {""cause"": [14, 15, 16, 17, 18, 21, 22], ""effect"": [0, 1, 2, 4, 5, 6]}]","[{""cause"": [""non"", ""-"", ""state"", ""actors"", ""in"", ""national"", ""affairs""], ""effect"": [""Increased"", ""concern"", ""for"", ""protection"", ""of"", ""civilians""]}, {""cause"": [""non"", ""-"", ""state"", ""actors"", ""in"", ""international"", ""affairs""], ""effect"": [""Increased"", ""concern"", ""for"", ""protection"", ""of"", ""civilians""]}]","[{""cause"": [""ADJ"", ""ADJ"", ""ADJ"", ""NOUN"", ""ADP"", ""ADJ"", ""NOUN""], ""effect"": [""VERB"", ""NOUN"", ""ADP"", ""NOUN"", ""ADP"", ""NOUN""]}, {""cause"": [""ADJ"", ""ADJ"", ""ADJ"", ""NOUN"", ""ADP"", ""ADJ"", ""NOUN""], ""effect"": [""VERB"", ""NOUN"", ""ADP"", ""NOUN"", ""ADP"", ""NOUN""]}]","[{""cause"": [""amod"", ""amod"", ""amod"", ""pobj"", ""prep"", ""amod"", ""pobj""], ""effect"": [""amod"", ""nsubjpass"", ""prep"", ""pobj"", ""prep"", ""pobj""]}, {""cause"": [""amod"", ""amod"", ""amod"", ""pobj"", ""prep"", ""conj"", ""pobj""], ""effect"": [""amod"", ""nsubjpass"", ""prep"", ""pobj"", ""prep"", ""pobj""]}]","[{""cause"": [""non"", ""-"", ""state"", ""actor"", ""in"", ""national"", ""affair""], ""effect"": [""increase"", ""concern"", ""for"", ""protection"", ""of"", ""civilian""]}, {""cause"": [""non"", ""-"", ""state"", ""actor"", ""in"", ""international"", ""affair""], ""effect"": [""increase"", ""concern"", ""for"", ""protection"", ""of"", ""civilian""]}]"
11,That the Euro-Atlantic relations and Alliance cohesion was challenged was caused by the redistribution of geostrategic power.,True,False,accepting,multiple,False,"[{""cause"": [15, 16, 17, 18], ""effect"": [7, 8, 9, 10]}, {""cause"": [15, 16, 17, 18], ""effect"": [2, 3, 4, 5, 9, 10]}]","[{""cause"": [""redistribution"", ""of"", ""geostrategic"", ""power""], ""effect"": [""Alliance"", ""cohesion"", ""was"", ""challenged""]}, {""cause"": [""redistribution"", ""of"", ""geostrategic"", ""power""], ""effect"": [""Euro"", ""-"", ""Atlantic"", ""relations"", ""was"", ""challenged""]}]","[{""cause"": [""NOUN"", ""ADP"", ""ADJ"", ""NOUN""], ""effect"": [""PROPN"", ""NOUN"", ""AUX"", ""VERB""]}, {""cause"": [""NOUN"", ""ADP"", ""ADJ"", ""NOUN""], ""effect"": [""PROPN"", ""PUNCT"", ""PROPN"", ""NOUN"", ""AUX"", ""VERB""]}]","[{""cause"": [""pobj"", ""prep"", ""amod"", ""pobj""], ""effect"": [""compound"", ""nsubjpass"", ""auxpass"", ""csubjpass""]}, {""cause"": [""pobj"", ""prep"", ""amod"", ""pobj""], ""effect"": [""compound"", ""punct"", ""compound"", ""nmod"", ""auxpass"", ""csubjpass""]}]","[{""cause"": [""redistribution"", ""of"", ""geostrategic"", ""power""], ""effect"": [""Alliance"", ""cohesion"", ""be"", ""challenge""]}, {""cause"": [""redistribution"", ""of"", ""geostrategic"", ""power""], ""effect"": [""Euro"", ""-"", ""Atlantic"", ""relation"", ""be"", ""challenge""]}]"
